3.374120658,4.194040308,2.797164719
4.138378946,3.732447766,6.975895986
5.615692004,4.218912437,6.607951226
7.408402157,9.316563865,6.127676191
6.312354009,4.616267344,0.82124372
2.882599812,9.374228064,3.894832185
5.639857294,9.094614449,4.454269661
9.211653566,8.810346946,5.960212746
9.094268547,5.653867079,2.17751327
2.625694822,3.44794594,6.211856294
0.031202333,0.819874497,7.809686251
3.318923733,0.974804631,4.788414922
4.237096873,6.406744896,1.933877093
3.863814604,1.498772954,9.25299129
6.676824689,8.54283469,0.244635378
6.260520346,0.774631191,1.792550352
7.450368286,1.768081621,5.24992039
7.953125194,0.246798538,4.187248212
2.894265538,0.057707287,0.895221003
7.044066875,8.88786918,2.420123969
6.87118032,0.489737275,8.119493767
0.141036471,2.075876354,6.877107166
9.704923558,4.646231509,8.163374718
5.315933092,8.503093077,9.861774035
3.325298084,6.476739275,1.066245711
8.222616583,1.763401823,2.172940387
6.814299293,2.927565936,5.421908486
6.660077223,3.804369061,7.318003492
8.1294686,8.165520027,9.677683916
7.948628012,5.8545561,6.272448089
3.796159159,2.395165262,5.473551883
8.585528529,3.938092683,9.518540048
2.955580596,6.1837887,0.890428892
4.333492264,2.948424451,6.166147518
3.837171954,1.520252475,6.970656998
8.236502912,9.260383868,5.56579473
3.917653498,8.852056933,5.930292222
0.90585412,1.453122438,3.06269462
3.454115568,2.695531691,4.631743727
0.531936581,9.01877624,2.725361912
7.170651453,1.308657418,1.428631342
0.211369817,6.365708839,1.146820807
6.409880889,1.302760153,4.564988087
3.103818528,6.675404299,4.331953863
0.929749806,0.265016644,5.840439484
1.359271239,1.954805607,3.092381561
0.413739742,1.737774611,1.03973208
2.798130475,3.522045275,0.977669407
8.668618186,2.662220343,8.671865405
6.68187046,3.801966163,6.383005534
3.870757532,1.405791545,9.031753077
6.874341697,1.447921738,0.83012671
8.934127279,3.999460787,4.498674939
5.641916248,6.691580459,4.10418188
6.301724403,9.081306481,1.547128852
5.144690697,4.014065943,9.763552349
9.708500609,4.452434836,2.440724596
3.34477172,6.576960948,7.258887221
8.517101491,6.739542692,9.935847945
3.824150867,6.981242104,8.824686003
5.630907838,0.229537217,4.166389732
9.662482347,9.594052366,1.005238977
4.721103522,7.873861524,2.824076179
7.816343112,7.251401099,0.156878666
7.221089602,9.409602266,6.589827973
2.481554563,9.735515194,8.764206872
6.282814175,5.130390471,8.642503414
9.68714095,9.337864008,9.150951058
5.229024664,4.087856472,1.080311965
3.374925829,6.665046953,5.084700575
7.720503942,0.044733302,0.175547344
9.299497292,9.949345232,7.634873323
5.285953807,5.626799206,9.985071323
3.100561544,8.558926811,1.330126277
3.40014952,4.063233517,3.171751411
3.881238697,8.276252765,3.042359729
4.811529217,5.263822929,7.275636771
9.874875576,6.553239913,6.187219457
9.719827769,8.021183538,5.464017128
4.917760042,9.349581474,0.439022772
5.674639288,2.46574987,0.241172793
7.92745997,1.334547934,4.214498801
5.616617859,9.991916774,6.30758865
3.75636552,2.172592143,3.857173612
6.960773573,7.644199184,4.910228117
3.649967317,5.106005585,2.183365
6.008581743,2.464395231,0.982593014
8.401165062,5.934573452,8.196213613
0.723525155,4.566830478,0.940708492
6.387201415,8.732748006,5.608608981
2.203156492,7.225479158,4.091018063
5.39808583,9.096637259,1.427316356
7.431188095,9.045628116,5.560614099
2.635486049,2.095888329,9.543501763
8.154454699,5.463846794,1.81553724
1.909844335,9.203325107,4.97051114
1.880844755,3.312685071,6.471076654
0.358449372,0.126958839,4.526475798
0.442920865,3.153950523,7.328937582
0.756224601,2.40168731,4.032307633
9.374915548,3.436856826,5.897444296
4.244677343,8.363410989,3.972606282
5.371568033,9.256424764,8.723436575
3.787461245,2.949337154,7.921646975
3.664855312,8.672404098,4.075958417
1.416974256,7.662332447,8.919502916
7.80725511,3.330728768,2.21908493
9.375585958,1.172701677,9.733313113
1.051007935,7.023342387,0.034392537
6.369870044,2.981686124,6.914068703
2.239229234,7.052475978,6.19933638
2.26181756,0.092077951,0.818281856
6.387540305,7.182146823,9.390249189
0.517522278,1.803403855,1.652580891
6.370722333,4.084833465,8.02731053
2.561022022,3.315925249,0.96959766
4.520444716,5.841082791,3.110225105
2.67276732,6.559205737,7.729898309
9.950117539,8.770678993,0.87375646
8.209158939,5.655324333,0.363870757
5.364727855,3.731955222,4.195670604
1.970375464,0.232848281,5.601629289
6.263086884,4.28968153,9.522633052
9.302119825,3.581663854,5.55321451
1.177874871,2.565410705,0.75601381
9.843274751,9.168107009,1.631957595
0.312603824,7.401730733,8.88645208
8.431606954,1.759991171,3.811515276
5.003415302,5.385525322,0.22626136
4.059940339,0.655277336,3.559183208
9.522404973,0.967797425,2.518020803
0.223129701,6.96738627,2.827981464
8.618664495,1.250001276,3.546069378
8.211426574,6.604375239,9.439980793
6.135678506,5.058249254,6.792329636
2.887048516,9.777343345,4.406967724
2.730993091,0.622076774,2.001709319
2.918267702,0.757158513,2.582945789
0.53742588,3.815705408,8.908360756
5.508853367,9.813633154,1.509536216
5.129590149,1.440374309,7.087771227
8.78675936,2.769297063,6.396218662
2.165733171,9.156492911,1.490452476
4.209199082,3.828477222,1.067949363
5.347036633,7.26111908,9.696999837
9.04388512,2.881645891,1.164952447
7.44060603,5.080018619,3.688512079
2.025920688,9.691526485,2.051885061
4.936687737,2.58387978,4.874902721
5.972617758,0.947676245,6.439153999
4.2356014,5.474500482,9.806250993
2.19162381,8.617608065,6.196906939
2.229982908,3.590862877,0.928341481
8.925308185,8.316025687,5.654018882
0.608744549,8.803237535,4.329144589
3.029468099,9.635964138,9.667278002
3.766414013,7.148351492,0.420898721
9.460223366,6.609812456,0.139180291
3.068291449,8.085219425,3.754977901
2.49429751,2.617833863,9.448444122
3.654974429,1.425737136,7.763552587
7.93212302,2.121713569,0.57731841
4.94926892,7.159312624,4.973348023
1.880249425,2.471916145,0.723842171
0.977196703,8.665071169,3.471963722
1.839371156,1.259726624,2.159653658
3.038382784,3.801905792,2.721122694
5.379065759,2.878276946,9.374533531
8.222685144,2.834637787,4.396472776
9.906260571,6.570959699,0.097632844
9.81410621,7.088732261,8.004543947
3.020661182,8.558058604,5.596699475
5.868224036,1.163849861,5.09193036
5.465129444,5.73738782,1.190600102
